Category,Text	
positive,"""5682"",""rt : rt if you support demonetization and favorite if you are against it!"",false,0,na,""2016-11-22 18:02:18"",false,na,""801123654784299010"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""girishc1964"",894,true,false"	
positive,keep on watching - more to come	
positive,"""5668"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5660"","" amazing video to encourage &amp; motivate people during demonetization"	
positive,"""5656"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5647"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5637"",""rt : """"minor inconvenience"""" for """"major convenience"""" of vijay mallya and friends. demonetization  18:12:21"",false,na,""801126185522577408"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""richasharma0971"",520,true,false"	
positive,less stuff ! more happiness !	
positive,"""5611"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5609"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5605"",""rt : """"minor inconvenience"""" for """"major convenience"""" of vijay mallya and friends. demonetization  18:19:17"",false,na,""801127931921764353"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""tteerandaz"",520,true,false"	
positive,"""5596"",""the latest the property daily!  thanks to    realestate demonetization"",false,0,na,""2016-11-22 18:21:45"",false,na,""801128549960687616"",na,""<a href="""" rel=""""nofollow"""">paper.li</a>"",""chrisredfern83"",0,false,false"	
positive,"""5583"",""demonetization in best period for two company. all our only  patym and patanjali"",false,0,na,""2016-11-22 18:25:01"",false,na,""801129373856251904"",na,""<a href="""" rel=""""nofollow"""">mobile web (m2)</a>"",""swapnilrane16"",0,false,false"	
positive,"""5581"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5569"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5563"",""rt : """"minor inconvenience"""" for """"major convenience"""" of vijay mallya and friends. demonetization  18:29:17"",false,na,""801130446478311424"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""trueindian131"",520,true,false"	
positive,"""5560"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5559"",""how modiji be responsible for deaths of people standing in line for demonetization as these banks &amp; atms were setup during congress rule?"",false,0,na,""2016-11-22 18:30:22"",false,na,""801130720366211072"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""manishbpl1"",0,false,false"	
positive,"""5551"",""even the bjp leaders say demonetization is just one step to curb black money. more loyal than the king?  18:33:34"",false,na,""801131523424432128"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""bhuwanmpandey"",0,false,false"	
positive,"""5545"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"3. i'm walking more and snacking less"",false,0,na,""2016-11-22 18:37:16"",false,na,""801132457877614592"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""krist0ph3r"",1,false,false"	
positive,2. rickshaws don't say no any more	
positive,"""5524"",""rt : first time in 29years, our milkman asked for a check!"	
positive,"needful stuffs but more happiness ! thank you pm modi "",false,1,na,""2016-11-22 18:49:20"",false,na,""801135492724965376"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""dineshsuthar88"",0,false,false"	
positive,"""5506"",""rt : """"minor inconvenience"""" for """"major convenience"""" of vijay mallya and friends. demonetization  18:51:05"",false,na,""801135933844115456"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""ajayyakapur"",520,true,false"	
positive,2. rickshaws don't say no any more	
positive,"""5496"",""rt : modi's demonetization was actually a strategy to bring whole of india on-line (atm/banks) digitalindia"",false,0,na,""2016-11-22 18:56:51"",false,na,""801137384851210249"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""_drcool_"",2,true,false"	
positive,"""5487"",""demonetization no matter what is the situation; think what good you can do!"",false,0,na,""2016-11-22 19:02:58"",false,na,""801138922264924161"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""pawanmusale"",0,false,false"	
positive,"""5482"",""rt : in which  rips through the demonetization conundrum in a way only he is capable of. must read"	
positive,"""5471"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,keep on watching - more to come	
positive,"""5467"",""does  spend more time on finding and retweeting tweets against demonetization than on his duties as a chief minister?"",false,1,na,""2016-11-22 19:11:30"",false,na,""801141071883317248"",na,""<a href="""" rel=""""nofollow"""">twitter for windows</a>"",""nikhilrgupta"",1,false,false"	
positive,"""5458"",""rt : another success story of demonetization"	
positive,"""5448"",""yes i support demonetization and said yes in that poll :)"	
positive,"""5445"",""pm modi wants public poll on demonetization on app from a country whose internet penetration rate is just 34% irony "",false,0,na,""2016-11-22 19:24:56"",false,na,""801144450739146752"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""bhasin_arjun"",0,false,false"	
positive,"""5433"",""rt : a 'normal' weekend in kashmir after nearly four months"	
positive,"""5426"",""more measures to ease demonetization stress. read complete story here:     currency"",false,2,na,""2016-11-22 19:36:19"",false,na,""801147315117395969"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""subichaturvedi"",2,false,false"	
positive,"""5423"",""rt : telangana govt's innovative solution to help farmers affected due to demonetization:  19:39:34"",false,na,""801148135896551425"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""urstrullyfan"",42,true,false"	
positive,"""5420"",""rt : telangana govt's innovative solution to help farmers affected due to demonetization:  19:41:53"",false,na,""801148715989766144"",na,""<a href="""" rel=""""nofollow"""">telangana rt bot</a>"",""telanganapost1"",42,true,false"	
positive,"1st phase deposits of demonetization is """"the real currency requirement"""" of our nation as liquid cash"	
positive,"""5416"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5411"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5410"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5407"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5405"",""rt : """"minor inconvenience"""" for """"major convenience"""" of vijay mallya and friends. demonetization  19:50:11"",false,na,""801150805604593664"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""ideaofcongress"",520,true,false"	
positive,"""5399"",""rt : """"minor inconvenience"""" for """"major convenience"""" of vijay mallya and friends. demonetization  19:56:40"",false,na,""801152437214056448"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""balaindrajith"",520,true,false"	
positive,"""5395"",""rt : new trick by  to scare people."	
positive,"""5392"",""lets correct the spell first,"	
positive,"""5387"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5383"","" please enquire the branch ifsc code icic0000583, and ask for how many days was the attached atm unrepaired!"	
positive,"""5380"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5375"",""there is not one place in lucknow these days without traffic congestion. in one way demonetization was good, it swept crowds off the roads"",false,0,na,""2016-11-22 20:15:09"",false,na,""801157088286109696"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""anuragkumarlko"",0,false,false"	
positive,"""5371"",""rt : telangana govt's innovative solution to help farmers affected due to demonetization:  20:19:22"",false,na,""801158151596871680"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""trsmuqeetchanda"",42,true,false"	
positive,"""5369"",""the latest the money daily!  thanks to    demonetization demonetisation"",false,0,na,""2016-11-22 20:22:11"",false,na,""801158860157386752"",na,""<a href="""" rel=""""nofollow"""">paper.li</a>"",""stackorstarvdjs"",0,false,false"	
positive,"""5364"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5362"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5360"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5359"",""rt : thanks to modi <ed><u+00a0><u+00bd><ed><u+00b1><u+008f><ed><u+00a0><u+00bd><ed><u+00b9><u+008f>"	
positive,know more:	
positive,"""5347"",""this thread if you think demonetization is all cream and peaches. real issues you may not even think about.  20:35:56"",false,na,""801162319367696389"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""bewdasaala"",0,false,false"	
positive,"""5344"",""rt : telangana govt's innovative solution to help farmers affected due to demonetization:  20:37:08"",false,na,""801162619449208832"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""sateesharv"",42,true,false"	
positive,"day1- """"bold step."""""	
positive,keep on watching - more to come	
positive,"""5337"",""india is the only country in the world where you can pull out money from the bank with a wedding card! yeah, thanks to demonetization. :d"",false,1,na,""2016-11-22 20:41:41"",false,na,""801163767488753664"",na,""<a href="""" rel=""""nofollow"""">twitter for blackberry</a>"",""monsieursoupier"",0,false,false"	
positive,"""5331"",""giving a whole new meaning to 'i aint got cash but i got you baby'demonetization cardpayments"",false,0,na,""2016-11-22 20:53:10"",false,na,""801166657636814848"",na,""<a href="""" rel=""""nofollow"""">mobile web (m5)</a>"",""gratefulneha"",0,false,false"	
positive,"""5326"",""india : farmers can buy seeds with old rs 500 notes to bu seeds  demonetization"",false,0,na,""2016-11-22 20:58:25"",false,na,""801167978960195584"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""tkarera"",0,false,false"	
positive,on newly coined song on demonetization	
positive,"""5325"",""rt : enjoy this folk dance from rajasthan"	
positive,"""5321"",""16/  on 22-nov-2016, sr. bjp leader mr.swami said dt sr. officials &amp; others're aware of the demonetization for abt 6 mnths."",false,0,na,""2016-11-22 21:03:10"",false,na,""801169172713439232"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""jk_yaduvanshi"",0,false,false"	
positive,real reason is demonetization	
positive,"""5313"",""rt : lol!!"	
positive,"""5304"",""rt :  56 innocent people have been died so far due to demonetization , is this matter of joy and pride shah ji ?"",false,0,na,""2016-11-22 21:14:51"",false,na,""801172113172426756"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""kashifz06979223"",3,true,false"	
positive,keep on watching - more to come	
positive,"""5299"",""two new blogs on  a concept finally inked followed by its loss demonetization whider"",false,0,na,""2016-11-22 21:27:23"",false,na,""801175266399662080"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""iamabhinavkumar"",0,false,false"	
positive,"""5298"",""rbi offers marginal relief for wedding withdrawals demonetization  21:30:01"",false,na,""801175929040969733"",na,""<a href="""" rel=""""nofollow"""">tweetdeck</a>"",""onmanoramalive"",0,false,false"	
positive,keep on watching - more to come	
positive,"""5292"",""rt : . thanks hon pm  for the decision on demonetization and blackmoney  21:39:24"",false,na,""801178292246249472"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""rrr23saini"",381,true,false"	
positive,keep on watching - more to come	
positive,"""5272"",""one of the best side effects of demonetization    22:07:14"",false,na,""801185296943484928"",na,""<a href="""" rel=""""nofollow"""">mobile web (m5)</a>"",""nnagasti"",0,false,false"	
positive,"""5264"",""rt : telangana govt's innovative solution to help farmers affected due to demonetization:  22:15:02"",false,na,""801187257730400257"",na,""<a href="""" rel=""""nofollow"""">twitter for ipad</a>"",""azeez_ahmad"",42,true,false"	
positive,"""5263"",""rt : """"minor inconvenience"""" for """"major convenience"""" of vijay mallya and friends. demonetization  22:15:52"",false,na,""801187466577227776"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""shahab1956"",520,true,false"	
positive,"""5254"",""rt : what kind of journalism is this !"	
positive,"""5245"",""rt : it has been a hot wintersession till now in both the houses of parliament over demonetization debate."	
positive,"""5238"",""frankly speaking....: your thinking is restricted to your knowledge. demonetization - there is much more ....  23:09:34"",false,na,""801200983040589826"",na,""<a href="""" rel=""""nofollow"""">put your button on any page! </a>"",""mvnair212"",0,false,false"	
positive,"""5237"",""the richest 1% of indians now own 58.4% of wealth - let's see demonetization cripple this! indiafightscorruption   23:12:52"",false,na,""801201812435038208"",na,""<a href="""" rel=""""nofollow"""">ios</a>"",""jontymisra"",0,false,false"	
positive,"""5231"","". demonetization is as popular as indira's nationalization/confiscation of banks."",false,0,""kanimozhi"",""2016-11-22 23:30:23"",false,""801127240868200448"",""801206219339862016"",""8818742"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""audit_uscirf"",0,false,false"	
positive,"""5219"",""[data] social media reactions to demonetization   23:55:08"",false,na,""801212449517015040"",na,""<a href="""" rel=""""nofollow"""">dlvr.it</a>"",""socialcubik"",0,false,false"	
positive,"""5212"",""rt : must watch: huge farmer's protest in gujarat yesterday against the demonetization policy of modi govt."	
positive,"""5203"",""rt : thoughtful analysis on demonetization by ."	
positive,"""5193"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5177"",""demonetization -  nine questions namo does not ask in his app survey on demonetization- the new indian express"",false,0,na,""2016-11-23 00:46:13"",false,na,""801225304446337024"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""mexemopepefa"",0,false,false"	
positive,"""5170"",""demonetization -  nine questions namo does not ask in his app survey on demonetization- the new indian express"",false,0,na,""2016-11-23 00:47:00"",false,na,""801225503008903168"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""cohebevanasyd"",0,false,false"	
positive,"""5168"",""demonetization -  nine questions namo does not ask in his app survey on demonetization- the new indian express"",false,0,na,""2016-11-23 00:47:02"",false,na,""801225509577179136"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""mimesufyzyg"",0,false,false"	
positive,"""5163"",""demonetization -  nine questions namo does not ask in his app survey on demonetization- the new indian express"",false,0,na,""2016-11-23 00:47:36"",false,na,""801225655157399552"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""kusajudifivav"",0,false,false"	
positive,"""5154"",""demonetization -  nine questions namo does not ask in his app survey on demonetization- the new indian express"",false,0,na,""2016-11-23 00:48:36"",false,na,""801225906870165504"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""begizutucok"",0,false,false"	
positive,"""5152"",""the middle class support for demonetization has more to do with unfairness of tax collection rather than rightness of tax by itself."",false,0,na,""2016-11-23 00:50:06"",false,na,""801226281358503937"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""mspradeep"",0,false,false"	
positive,"""5144"",""the latest sushil pandit !  thanks to   aleppo demonetization"",false,0,na,""2016-11-23 00:57:33"",false,na,""801228159253245952"",na,""<a href="""" rel=""""nofollow"""">paper.li</a>"",""panditsushil203"",0,false,false"	
positive,"""5143"",""demonetization   honest people supporting the move...corrupt and politically motivated peeved."	
positive,"""5141"",""rt :  56 innocent people have been died so far due to demonetization , is this matter of joy and pride shah ji ?"",false,0,na,""2016-11-23 00:58:55"",false,na,""801228501357654017"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""jasmvk"",3,true,false"	
positive,"""5140"",""rt : modi's demonetization was actually a strategy to bring whole of india on-line (atm/banks) digitalindia"",false,0,na,""2016-11-23 00:58:59"",false,na,""801228519015518209"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""justjuning"",2,true,false"	
positive,"""5134"",""rt : do we have any reports on how much blackmoney is recovered by this demonetization?"	
positive,"""5124"",""demonetization is a great leveler; the quota that mushroomed for wealthy in the light of the caste quota that took away, has been flattened"",false,2,""peter_vas"",""2016-11-23 01:11:25"",false,""801022239902605312"",""801231648394072064"",""31102143"",""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""peter_vas"",3,false,false"	
positive,"the good news: demonetization spurs behaviour changes we all hoped to see  v"",false,1,""swamy39"",""2016-11-23 01:28:20"",false,na,""801235903624704000"",""60937837"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""truthroars"",1,false,false"	
positive,"""5095"",""now when queues r shrinking, govt should ensure dat benefits of available bank deposits reaches the common men at earliest demonetization"",false,2,na,""2016-11-23 01:31:12"",false,na,""801236626873516032"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""saxenask352"",1,false,false"	
positive,remonetized - old to new	
positive,"""5084"",""rt : one good thing of demonetization is that you can't throw money at all your problems."",false,0,na,""2016-11-23 01:43:20"",false,na,""801239680419176448"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""brabiegiri"",3,true,false"	
positive,"""5081"",""now my bank sends me propaganda emails on why demonetization is good. i am scared, very scared!"",false,0,na,""2016-11-23 01:45:56"",false,na,""801240331907805184"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""zainabbawa"",0,false,false"	
positive,"""5069"",""rt : full video of 's interaction with people on demonetization being a scam of 8 lakh crore rupees."	
positive,less stuff ! more happiness !	
positive,"""5039"",""l. summers: big notes in rich countries should be abolished..but banning notes in india was foolish demonetization  02:04:38"",false,na,""801245039099871232"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""fspohr"",0,false,false"	
positive,"""5038"",""honest ppl r not suffering cos of demonetization .. thy r suffering cos of poor fund circulation."",false,4,na,""2016-11-23 02:07:09"",false,na,""801245672536031232"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sggeet"",3,false,false"	
positive,"""5037"",""rt : """"minor inconvenience"""" for """"major convenience"""" of vijay mallya and friends. demonetization  02:11:23"",false,na,""801246737184608260"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""amitksrawat"",520,true,false"	
positive,"""5024"",""rt : more than 700 fish vendors across kolkata have started using e-wallets."	
positive,"""5010"",""prices of real estate near recalibrated atms have apparently shot up in india. demonetization <ed><u+00a0><u+00bd><ed><u+00b8><u+008f>"",false,0,na,""2016-11-23 02:26:52"",false,na,""801250636457091072"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""bhaskarpg"",0,false,false"	
positive,"""5003"",""surprisingly, 2 weeks have been passed since the announcement of demonetization and we could see some factors...  02:30:57"",false,na,""801251660882440193"",na,""<a href="""" rel=""""nofollow"""">facebook</a>"",""taazatadka"",0,false,false"	
positive,"""5000"",""ok! demonetization will result in brighter future: pm modi  via "",false,0,na,""2016-11-23 02:32:28"",false,na,""801252043042091008"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""busvine"",1,false,false"	
positive,"""4992"",""economic affairs secretary  to brief media, later today. demonetization"",false,0,na,""2016-11-23 02:37:34"",false,na,""801253329330442241"",na,""<a href="""" rel=""""nofollow"""">mobile web (m2)</a>"",""jajabor_manas"",0,false,false"	
positive,real reason is demonetization	
positive,"""4989"",""rt : lol!!"	
positive,"""4986"","" demonetization... for those who are getting married rbi  02:44:14"",false,na,""801255004761825280"",""97367270"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""indian_anamika"",0,false,false"	
positive,"""4969"",""demonetization corruption does not stops here. after such a shock treatment, the situation at state borders remains largely the same."",false,0,na,""2016-11-23 02:48:39"",false,na,""801256116428472320"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""sanjeevkriocl"",0,false,false"	
positive,"""4967"",""current policy of demonetization will help people 2 send more money in foreignbanks pm  modi is doing it at the instance of us apniparty"",false,0,na,""2016-11-23 02:50:32"",false,na,""801256591836094464"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""advocate_naqvi"",0,false,false"	
positive,i m sure u must hv thought abt it n worked it out.bt blieve me sum pple are tryn to derail d cntry.	
positive,"""4958"",""modi about to conduct a survey of bootlickers and declare nation happy with demonetization modiscaredofparliament"",false,0,na,""2016-11-23 02:53:07"",false,na,""801257241399566336"",na,""<a href="""" rel=""""nofollow"""">mobile web (m2)</a>"",""pens_mouth"",0,false,false"	
positive,"""4946"",""modi's reluctance to speak inside the parliament itself says a lot about his own faith in what he did. demonetization"",false,4,na,""2016-11-23 02:57:49"",false,na,""801258421638967296"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sahil28yadav"",0,false,false"	
positive,"""4942"",""rt : key info-graphics related to demonetization so far, in one place, courtesy various sources..  02:59:13"",false,na,""801258773839015936"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""shail_bunty"",272,true,false"	
positive,"""4939"",""rt : ok! demonetization will result in brighter future: pm modi  via "",false,0,na,""2016-11-23 02:59:57"",false,na,""801258959612973056"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""dillichat"",1,true,false"	
positive,"""4930"",""rt : . thanks hon pm  for the decision on demonetization and blackmoney  03:05:37"",false,na,""801260386787786752"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""draksbond"",381,true,false"	
positive,"""4927"",""politician crying agst demonetization undoubtedly possess huge b/m but those r mum must b in state of depression &amp; looking fr ways 2 dilute"",false,0,na,""2016-11-23 03:07:19"",false,na,""801260816087547904"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""dugjeenihu"",0,false,false"	
positive,whole india welcomes demonetization	
positive,"""4920"",""rt : """"minor inconvenience"""" for """"major convenience"""" of vijay mallya and friends. demonetization  03:10:59"",false,na,""801261739077681152"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""akshaymore"",520,true,false"	
positive,"""4908"",""rt : """"minor inconvenience"""" for """"major convenience"""" of vijay mallya and friends. demonetization  03:14:15"",false,na,""801262557763866624"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""biplab_2008"",520,true,false"	
positive,"""4904"",""rt : . thanks hon pm  for the decision on demonetization and blackmoney  03:15:15"",false,na,""801262811393335298"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""bhaweshtiwari"",381,true,false"	
positive,whole india welcomes demonetization	
positive,"""4882"",""rt : . thanks hon pm  for the decision on demonetization and blackmoney  03:20:20"",false,na,""801264088139624449"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""rajendra_hash"",381,true,false"	
positive,"""4881"",""thats a new gem! demonetization = license raj! kejriwal &amp; manta must be wondering how they missed this one!"	
positive,"""4872"",""getting feedback from only 50 lac people via namo app. means most of people having blackmoney demonetization"",false,0,na,""2016-11-23 03:22:50"",false,na,""801264718694346752"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""virendra1982"",0,false,false"	
positive,"""4867"",""gaganagrawal: thats a new gem! demonetization = license raj! kejriwal &amp; manta must be wondering how they missed this one!"	
positive,"""4854"",""rt : 'we don't know about rest of india but we kashmiris are very happy with demonetization '"	
positive,"""4845"",""most support of modi &amp; demonetization is in facebook, whatsapp, apps"	
positive,"""4844"",""atif rahman of danubeproperties, talks about demonetization &amp; realestate sector, his upcoming projects &amp; more."	
positive,"""4839"",""rt : cry as much as you can whiners."	
positive,"""4835"",""going by by poll results, can't see much impact of demonetization the way opposition parties are creating."	
positive,"""4827"",""clear analysis and data about demonetization  03:34:22"",false,na,""801267620704088064"",na,""<a href="""" rel=""""nofollow"""">facebook</a>"",""duraimanikkam"",0,false,false"	
positive,"""4825"",""rt : demonetization: 82,500 atms re-calibrated to dispense new notes  03:35:55"",false,na,""801268010937942016"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ravi11081985"",14,true,false"	
positive,"""4824"",""yes. wants to avoid taking responsibility for poor implementation of demonetization boldly."	
positive,"""4818"",""banks in da rural areas hav started distributing soiled notes.1st u q up fr ur own money &amp; den q up 2 change da soiled notes demonetization"",false,0,na,""2016-11-23 03:38:26"",false,na,""801268645540360192"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""soumikdas"",0,false,false"	
positive,"""4804"",""mamtakejrixposed truth of their dictatorial mindset, intolerance to dissent, greed for power became more evident now with demonetization"",false,1,na,""2016-11-23 03:43:27"",false,na,""801269909254799360"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""niraj_dp1"",0,false,false"	
positive,"""4803"",""rt : . thanks hon pm  for the decision on demonetization and blackmoney  03:43:27"",false,na,""801269909544058880"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""indraneelc1"",381,true,false"	
positive,"""4802"",""mizoram has found a creative way of dealing with the cash crunch resulting from demonetization.  03:43:35"",false,na,""801269939990429696"",na,""<a href="""" rel=""""nofollow"""">facebook</a>"",""sbcltr"",1,false,false"	
positive,"""4792"",""rt : . thanks hon pm  for the decision on demonetization and blackmoney  03:48:39"",false,na,""801271216019480577"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""javeedali83"",381,true,false"	
positive,is this more likely now or if supremecourt has another midnight hearing to stay	
positive,"""4786"",""rt :  56 innocent people have been died so far due to demonetization , is this matter of joy and pride shah ji ?"",false,0,na,""2016-11-23 03:51:29"",false,na,""801271928690311168"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""thanjairiz"",3,true,false"	
positive,"""4775"",""rt : . thanks hon pm  for the decision on demonetization and blackmoney  03:55:49"",false,na,""801273021755338752"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""makarand059"",381,true,false"	
positive,less stuff ! more happiness !	
positive,"""4767"","" mr. tharoor. you may have your own reasons to oppose demonetization but such language from a person like you?"",false,0,""shashitharoor"",""2016-11-23 03:58:38"",false,""801026669137907713"",""801273728080351235"",""24705126"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""avdheshtondak"",0,false,false"	
positive,major benefits of demonetization that you don't see in media coverage.	
positive,"""4742"",""rt : telangana govt's innovative solution to help farmers affected due to demonetization:  04:08:53"",false,na,""801276305996017664"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""yogeshgundale"",42,true,false"	
positive,"""4722"",""it is surprising when c_voter stand for demonetization the leaders they voted for stand against it. doesn't nullify overall voting system?"",false,0,na,""2016-11-23 04:17:10"",false,na,""801278394126176257"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""caesar_on20"",0,false,false"	
positive,"""4721"",""rt : honest ppl r not suffering cos of demonetization .. thy r suffering cos of poor fund circulation."",false,0,na,""2016-11-23 04:18:00"",false,na,""801278601249198080"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sanjulovemyself"",3,true,false"	
positive,"""4712"",""rt : demonetization did this using a  and  song :) take a look :)  04:21:15"",false,na,""801279419608231936"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""bnvybhav"",60,true,false"	
positive,"""4710"",""""""[data] social media reactions to demonetization"""" digitalmarketing  feedly  04:21:49"",false,na,""801279561291821056"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""vijaysingh_negi"",0,false,false"	
positive,"""4696"",""hospital refuses union minister sadanand gowda his brother's body, asks for new notes  demonetization"",false,0,na,""2016-11-23 04:26:49"",false,na,""801280819696275456"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""pratikmukane"",0,false,false"	
positive,"""4694"",""larry summers, a proponent of demonetization for us currency, takes a very dim view of the process in india:"	
positive,"""4688"",""the demonetization drive has revealed some interesting facts about women and their money  04:30:10"",false,na,""801281665377013760"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""fabzindia"",0,false,false"	
positive,"""4687"",""good thing of demonetization: going bck to eco books, finding friedman formula, verifying no. crunching [done by someone;)] to estimate gdp"",false,0,na,""2016-11-23 04:30:19"",false,na,""801281700885991426"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""sudhirkulaye"",0,false,false"	
positive,"""4683"",""agree bhaven kachhi sir... as usual superb familiarize article about demonetization"	
positive,"""4681"",""  honest people need to support this demonetization drive. it's now or never! pm must address hardship to common man"",false,0,""hirav_25"",""2016-11-23 04:31:13"",false,""801095159383490560"",""801281927638437888"",""3292908134"",""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""pkpandya"",0,false,false"	
positive,"""4677"",""there is always first time for everything.. this time, it's politicians coming out on road for rally.. and no common men.. demonetization"",false,0,na,""2016-11-23 04:31:33"",false,na,""801282012262723584"",na,""<a href="""" rel=""""nofollow"""">twitter for windows</a>"",""bsbarve"",0,false,false"	
